Movie Name,Cover Photo,Source Link,Rating,Trailer Link,Categories
Le cuirassé Maine,"https://m.media-amazon.com/images/M/MV5BYWE0ZGMxNTMtNDVmNi00MThkLWE5YTQtODg3ZmE4ZjRlNmYwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000186/,4.5,https://www.imdb.com/title/tt0000186/videogallery,"Short, War"
La cène,N/A,https://www.imdb.com/title/tt0000187/,4.9,https://www.imdb.com/title/tt0000187/videogallery,Short
The Deserter,N/A,https://www.imdb.com/title/tt0000188/,3.6,https://www.imdb.com/title/tt0000188/videogallery,"Short, Drama"
Dorotea,N/A,https://www.imdb.com/title/tt0000189/,N/A,https://www.imdb.com/title/tt0000189/videogallery,Short
Dostavenícko ve mlýnici,"https://m.media-amazon.com/images/M/MV5BMjA5NzFlNzUtYzIzZS00ZjQxLWFmYzItN2JlYmNjZDdhYjUwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SY150_CR71,0,101,150_.jpg",https://www.imdb.com/title/tt0000190/,4.7,https://www.imdb.com/title/tt0000190/videogallery,"Short, Comedy"
Déménagement à la cloche de bois,N/A,https://www.imdb.com/title/tt0000191/,N/A,https://www.imdb.com/title/tt0000191/videogallery,Short
"Ella Lola, a la Trilby","https://m.media-amazon.com/images/M/MV5BZDgzZWZlNWQtNTE5YS00ODRmLTkyYTAtOGIyZDAzNGYwYmVhXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000192/,4.5,https://www.imdb.com/title/tt0000192/videogallery,Short
L'entrée à Jérusalem,N/A,https://www.imdb.com/title/tt0000193/,N/A,https://www.imdb.com/title/tt0000193/videogallery,Short
Express Train on a Railway Cutting,N/A,https://www.imdb.com/title/tt0000194/,5.4,https://www.imdb.com/title/tt0000194/videogallery,"Documentary, Short"
Les farces de Jocko,N/A,https://www.imdb.com/title/tt0000195/,N/A,https://www.imdb.com/title/tt0000195/videogallery,"Short, Comedy"
Faust and Mephistopheles,"https://m.media-amazon.com/images/M/MV5BZjM0ZjY0ZTMtZGJkNi00ZDVmLTg3YTYtZDI3ZGVmMjI2N2E4XkEyXkFqcGdeQXVyMzU3NzExNTc@._V1_SY150_CR49,0,101,150_.jpg",https://www.imdb.com/title/tt0000196/,4.7,https://www.imdb.com/title/tt0000196/videogallery,"Short, Fantasy"
La flagellation,N/A,https://www.imdb.com/title/tt0000197/,4.2,https://www.imdb.com/title/tt0000197/videogallery,Short
La fuite en Égypte,N/A,https://www.imdb.com/title/tt0000198/,4.3,https://www.imdb.com/title/tt0000198/videogallery,Short
Glasgow Fire Engine,N/A,https://www.imdb.com/title/tt0000199/,4.0,https://www.imdb.com/title/tt0000199/videogallery,Short
Gran corrida de toros,N/A,https://www.imdb.com/title/tt0000200/,N/A,https://www.imdb.com/title/tt0000200/videogallery,"Documentary, Short, Sport"
Indian War Council,N/A,https://www.imdb.com/title/tt0000201/,6.1,https://www.imdb.com/title/tt0000201/videogallery,"Short, News"
Le jardin des oliviers,N/A,https://www.imdb.com/title/tt0000202/,N/A,https://www.imdb.com/title/tt0000202/videogallery,Short
Je vous y prrrrends!,N/A,https://www.imdb.com/title/tt0000203/,N/A,https://www.imdb.com/title/tt0000203/videogallery,Short
Jésus devant Pilate,N/A,https://www.imdb.com/title/tt0000204/,5.6,https://www.imdb.com/title/tt0000204/videogallery,Short
Leçons de boxe,"https://m.media-amazon.com/images/M/MV5BZmM3N2YxZDMtYzUxNS00NjU4LWIyZjMtYjE1OGE4NTJmMDcyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SY150_CR48,0,101,150_.jpg",https://www.imdb.com/title/tt0000205/,4.8,https://www.imdb.com/title/tt0000205/videogallery,"Short, Comedy, Sport"
"Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona",N/A,https://www.imdb.com/title/tt0000206/,5.4,https://www.imdb.com/title/tt0000206/videogallery,"Documentary, Short"
London Express,N/A,https://www.imdb.com/title/tt0000207/,5.4,https://www.imdb.com/title/tt0000207/videogallery,"Documentary, Short"
The Miller and Chimney Sweep,"https://m.media-amazon.com/images/M/MV5BZTZlZDU0YmUtZGE4NS00YzhlLWI5N2UtNTU0ZDZjMDljNTNhXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000208/,5.7,https://www.imdb.com/title/tt0000208/videogallery,"Comedy, Short"
Photographing a Ghost,N/A,https://www.imdb.com/title/tt0000209/,4.9,https://www.imdb.com/title/tt0000209/videogallery,"Short, Horror"
A Novice at X-rays,"https://m.media-amazon.com/images/M/MV5BYTg2MWNlMmEtNGRiYS00OTc3LTg0N2ItYzIwNGUzMjIyN2M2XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000210/,5.0,https://www.imdb.com/title/tt0000210/videogallery,Short
"The Astronomer's Dream; or, The Man in the Moon","https://m.media-amazon.com/images/M/MV5BYmMwZTIwYTEtNDcxZi00NThlLWE2YmYtZmZlNGQzYzZlMDc1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SY150_CR1,0,101,150_.jpg",https://www.imdb.com/title/tt0000211/,7.4,https://www.imdb.com/title/tt0000211/videogallery,"Short, Comedy, Fantasy, Horror, Sci-Fi"
Saida do Paquete Duque de Braganca,N/A,https://www.imdb.com/title/tt0000212/,N/A,https://www.imdb.com/title/tt0000212/videogallery,Short
Scène d'escamotage,"https://m.media-amazon.com/images/M/MV5BYzQ5ZjhhZTYtZDdkYi00Njk0LTljNjctMmMyM2UzYTkzMzE3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000213/,4.7,https://www.imdb.com/title/tt0000213/videogallery,Short
Tearing Down the Spanish Flag,"https://m.media-amazon.com/images/M/MV5BYjFlYzc0Y2MtNTIxMy00ZWQ3LTlmNTQtZDk3NzRlMmNlODhiXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SY150_CR49,0,101,150_.jpg",https://www.imdb.com/title/tt0000214/,4.1,https://www.imdb.com/title/tt0000214/videogallery,"Short, War"
Smích a plác,"https://m.media-amazon.com/images/M/MV5BMWNjYzkxMGQtMDgwMy00MTUyLTg1NGMtYjhiYzE4YjNiMjI1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SY150_CR55,0,101,150_.jpg",https://www.imdb.com/title/tt0000215/,4.0,https://www.imdb.com/title/tt0000215/videogallery,"Short, Documentary"
Visita de Doña María Cristina y Alfonso XIII a Barcelona,N/A,https://www.imdb.com/title/tt0000216/,N/A,https://www.imdb.com/title/tt0000216/videogallery,"Short, News"
Waves and Spray,N/A,https://www.imdb.com/title/tt0000217/,N/A,https://www.imdb.com/title/tt0000217/videogallery,Short
L'affaire Dreyfus,"https://m.media-amazon.com/images/M/MV5BMDRhNjMwZmUtNGUzOS00YmMwLTk4NjgtYjczNjkyYTU0MDU4XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000218/,5.9,https://www.imdb.com/title/tt0000218/videogallery,"Short, Biography, Drama"
Aladdin and the Wonderful Lamp,N/A,https://www.imdb.com/title/tt0000219/,6.6,https://www.imdb.com/title/tt0000219/videogallery,"Short, Fantasy"
The Artist and the Flower Girl,N/A,https://www.imdb.com/title/tt0000220/,N/A,https://www.imdb.com/title/tt0000220/videogallery,"Short, Romance"
Aspectos da Praia de Cascais,N/A,https://www.imdb.com/title/tt0000221/,N/A,https://www.imdb.com/title/tt0000221/videogallery,"Documentary, Short"
Au cabaret,"https://m.media-amazon.com/images/M/MV5BMDQ0OWZjZGQtYmQ3NC00NWMzLTlmZWUtYzQxYmEwNDIwMWU2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000222/,4.6,https://www.imdb.com/title/tt0000222/videogallery,"Short, Comedy"
L'aveugle,N/A,https://www.imdb.com/title/tt0000223/,5.4,https://www.imdb.com/title/tt0000223/videogallery,Short
Battlefield,N/A,https://www.imdb.com/title/tt0000224/,N/A,https://www.imdb.com/title/tt0000224/videogallery,Short
Beauty and the Beast,N/A,https://www.imdb.com/title/tt0000225/,4.9,https://www.imdb.com/title/tt0000225/videogallery,"Short, Family, Fantasy, Romance"
Boat Race,N/A,https://www.imdb.com/title/tt0000226/,N/A,https://www.imdb.com/title/tt0000226/videogallery,Short
Bombardment of Mafeking,N/A,https://www.imdb.com/title/tt0000227/,N/A,https://www.imdb.com/title/tt0000227/videogallery,"Short, Drama, War"
La bonne absinthe,"https://m.media-amazon.com/images/M/MV5BMDVjYzdmZGEtMDYzMC00NTVlLTkyYmItZjU1ZGViZmMxZTJkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000228/,4.9,https://www.imdb.com/title/tt0000228/videogallery,Short
Casey at the Bat,"https://m.media-amazon.com/images/M/MV5BYjA4YTM4YjgtMWEzNC00MTc5LThhYzItZmYzNWU0MDQxZjA2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000229/,4.5,https://www.imdb.com/title/tt0000229/videogallery,"Short, Sport"
Cinderella,"https://m.media-amazon.com/images/M/MV5BODA0NDg4ODYtZTFkYy00ZGVkLWIzMTgtZmJjNzU4YmE2YjBiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SY150_CR1,0,101,150_.jpg",https://www.imdb.com/title/tt0000230/,6.5,https://www.imdb.com/title/tt0000230/videogallery,"Short, Drama, Family, Fantasy, Romance"
Portuguese Railway Train,N/A,https://www.imdb.com/title/tt0000231/,3.4,https://www.imdb.com/title/tt0000231/videogallery,"Documentary, Short"
Le chiffonnier,N/A,https://www.imdb.com/title/tt0000232/,N/A,https://www.imdb.com/title/tt0000232/videogallery,"Short, Comedy"
Choque de dos transatlánticos,N/A,https://www.imdb.com/title/tt0000233/,N/A,https://www.imdb.com/title/tt0000233/videogallery,"Short, Animation"
Cleopatra's Tomb,"https://m.media-amazon.com/images/M/MV5BOWQxODEwMDItMWMxZS00ZTA3LTg5NmYtYTRjNzlmODQzY2I5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000234/,6.2,https://www.imdb.com/title/tt0000234/videogallery,"Short, Horror"
Haggard's She: The Pillar of Fire,"https://m.media-amazon.com/images/M/MV5BNzVlOGRiNjktY2ZlOS00MjliLTgzOWQtZjU5YjlmYTZjODgxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SY150_CR1,0,101,150_.jpg",https://www.imdb.com/title/tt0000235/,6.3,https://www.imdb.com/title/tt0000235/videogallery,"Short, Adventure, Fantasy, Horror"
Courte échelle,N/A,https://www.imdb.com/title/tt0000236/,N/A,https://www.imdb.com/title/tt0000236/videogallery,Short
Le crucifiement,N/A,https://www.imdb.com/title/tt0000237/,N/A,https://www.imdb.com/title/tt0000237/videogallery,Short
Les dangers de l'alcoolisme,N/A,https://www.imdb.com/title/tt0000238/,N/A,https://www.imdb.com/title/tt0000238/videogallery,"Short, Drama"
Danse serpentine par Mme. Bob Walter,"https://m.media-amazon.com/images/M/MV5BOTI1NTMxOTEtYjA3NS00ZWMyLWE2ZmUtYjFkMjMwMDE1NDYzXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000239/,5.5,https://www.imdb.com/title/tt0000239/videogallery,"Short, Music"
Distributing a War Extra,N/A,https://www.imdb.com/title/tt0000240/,4.5,https://www.imdb.com/title/tt0000240/videogallery,"Short, Documentary"
La descente de croix,N/A,https://www.imdb.com/title/tt0000241/,N/A,https://www.imdb.com/title/tt0000241/videogallery,Short
The Sign of the Cross,"https://m.media-amazon.com/images/M/MV5BNzc1MmY2NzAtNzVhNi00MzViLWE3NDgtNGEwMTI5OTNjMDUzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SY150_CR1,0,101,150_.jpg",https://www.imdb.com/title/tt0000242/,6.4,https://www.imdb.com/title/tt0000242/videogallery,"Short, Fantasy, Horror"
Le déjeuner des enfants,N/A,https://www.imdb.com/title/tt0000243/,N/A,https://www.imdb.com/title/tt0000243/videogallery,"Short, Comedy"
Erreur judiciaire,N/A,https://www.imdb.com/title/tt0000244/,N/A,https://www.imdb.com/title/tt0000244/videogallery,Short
The Haunted House,N/A,https://www.imdb.com/title/tt0000245/,6.2,https://www.imdb.com/title/tt0000245/videogallery,"Short, Comedy, Fantasy, Horror"
A Turn of the Century Illusionist,"https://m.media-amazon.com/images/M/MV5BMDQ4Mjk5MmYtNDAxYi00N2VlLWEyOTItNzg0YWI5MTMwYmRjXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000246/,6.4,https://www.imdb.com/title/tt0000246/videogallery,"Short, Fantasy"
King John,"https://m.media-amazon.com/images/M/MV5BZWVlMTBiMTAtNDY5My00OTk0LWIzNDYtYzdlYmM0ZDM5Njc1XkEyXkFqcGdeQXVyMTYzMjc0Nzc3._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000247/,4.9,https://www.imdb.com/title/tt0000247/videogallery,"Short, Drama"
A Kiss in the Tunnel,"https://m.media-amazon.com/images/M/MV5BZDVlZGVlMzItMWYzMy00ZDJkLWE1OTItOTBlNjI5OGRiMTNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SY150_CR1,0,101,150_.jpg",https://www.imdb.com/title/tt0000248/,6.1,https://www.imdb.com/title/tt0000248/videogallery,"Short, Comedy, Romance"
The Legacy,N/A,https://www.imdb.com/title/tt0000249/,N/A,https://www.imdb.com/title/tt0000249/videogallery,Short
Llegada del vapor Bellver a Mallorca,N/A,https://www.imdb.com/title/tt0000250/,N/A,https://www.imdb.com/title/tt0000250/videogallery,"Short, Documentary"
Matches: An Appeal,"https://m.media-amazon.com/images/M/MV5BZTE4NzkyMmMtODgwOS00NGNmLTg3NjEtZDY1YTUxNWU5MWE5XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000251/,5.2,https://www.imdb.com/title/tt0000251/videogallery,"Animation, Short"
La mauvaise soupe,N/A,https://www.imdb.com/title/tt0000252/,N/A,https://www.imdb.com/title/tt0000252/videogallery,"Short, Comedy"
The Miser's Doom,N/A,https://www.imdb.com/title/tt0000253/,4.3,https://www.imdb.com/title/tt0000253/videogallery,"Short, Horror"
Monnaie de lapin,N/A,https://www.imdb.com/title/tt0000254/,N/A,https://www.imdb.com/title/tt0000254/videogallery,"Short, Comedy"
Mésaventure d'un charbonnier,N/A,https://www.imdb.com/title/tt0000255/,N/A,https://www.imdb.com/title/tt0000255/videogallery,"Short, Comedy"
Panorama from the Tower of the Brooklyn Bridge,"https://m.media-amazon.com/images/M/MV5BMWUxZjAzYjktMDBhYy00YmE4LWJmNTMtNjMyOWU3MjNhOTljXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SY150_CR49,0,101,150_.jpg",https://www.imdb.com/title/tt0000256/,4.8,https://www.imdb.com/title/tt0000256/videogallery,"Documentary, Short"
La résurrection,N/A,https://www.imdb.com/title/tt0000257/,N/A,https://www.imdb.com/title/tt0000257/videogallery,Short
Le tondeur de chiens,N/A,https://www.imdb.com/title/tt0000258/,N/A,https://www.imdb.com/title/tt0000258/videogallery,"Short, Comedy"
Le tonnelier,N/A,https://www.imdb.com/title/tt0000259/,N/A,https://www.imdb.com/title/tt0000259/videogallery,"Short, Comedy"
Transformations,N/A,https://www.imdb.com/title/tt0000260/,N/A,https://www.imdb.com/title/tt0000260/videogallery,"Short, Comedy"
A Midnight Episode,"https://m.media-amazon.com/images/M/MV5BNGZhM2U4ZDgtYTZhNi00YTFmLTk2ODYtYTFhYzBlOGEyZDlmXkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000261/,5.4,https://www.imdb.com/title/tt0000261/videogallery,"Short, Comedy, Horror"
Un lunch,N/A,https://www.imdb.com/title/tt0000262/,N/A,https://www.imdb.com/title/tt0000262/videogallery,"Short, Comedy"
"Vista de la entrada principal de la plaza de toros de Jerez, el segundo día de feria",N/A,https://www.imdb.com/title/tt0000263/,N/A,https://www.imdb.com/title/tt0000263/videogallery,"Documentary, Short"
Summoning the Spirits,"https://m.media-amazon.com/images/M/MV5BNTQ3ZDY1MjctZDM5YS00YjZlLTliNjgtNzY5Y2U2MjMwZTAxXkEyXkFqcGdeQXVyNDU1Mzg3ODE@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000264/,5.7,https://www.imdb.com/title/tt0000264/videogallery,"Short, Fantasy, Horror"
Above the Limit,"https://m.media-amazon.com/images/M/MV5BZDZkMjQ5NGEtYjNkOS00NDkxLWJlYTMtOTcyNjhhNmQ4ZmIxXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SY150_CR47,0,101,150_.jpg",https://www.imdb.com/title/tt0000265/,4.4,https://www.imdb.com/title/tt0000265/videogallery,"Short, Comedy"
Above the Speedway,N/A,https://www.imdb.com/title/tt0000266/,N/A,https://www.imdb.com/title/tt0000266/videogallery,"Documentary, Short"
L'angélus,N/A,https://www.imdb.com/title/tt0000267/,N/A,https://www.imdb.com/title/tt0000267/videogallery,Short
L'arléquine,N/A,https://www.imdb.com/title/tt0000268/,N/A,https://www.imdb.com/title/tt0000268/videogallery,Short
"Army Life; or, How Soldiers Are Made: Mounted Infantry","https://m.media-amazon.com/images/M/MV5BMTI1MDYzMTItMjkxYS00ZTE1LTliNWYtYTE1ZDA2MzA0NmE1XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000269/,4.7,https://www.imdb.com/title/tt0000269/videogallery,"Short, Documentary"
Arrivée d'Arléquin,N/A,https://www.imdb.com/title/tt0000270/,N/A,https://www.imdb.com/title/tt0000270/videogallery,Short
Arrivée de Pierette et Pierrot,N/A,https://www.imdb.com/title/tt0000271/,6.3,https://www.imdb.com/title/tt0000271/videogallery,Short
As Seen Through the Telescope,"https://m.media-amazon.com/images/M/MV5BODBjNmQwMjQtYWM5Mi00Zjc0LTk4MDEtYzgzNDdkMjZhYzU1XkEyXkFqcGdeQXVyODE2Nzc4NTA@._V1_SY150_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000272/,5.6,https://www.imdb.com/title/tt0000272/videogallery,"Short, Comedy"
Attack on a China Mission,"https://m.media-amazon.com/images/M/MV5BOTU3ZGRmNjAtOWIzNC00MDI5LTkzZGMtZjZhZWI5ZmI4Zjk4XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000273/,5.5,https://www.imdb.com/title/tt0000273/videogallery,"Short, Action, Crime, Drama, War"
Avenue de l'opéra,"https://m.media-amazon.com/images/M/MV5BMDhlMTg3MmUtMWM0OC00YjE5LWFiNjQtNDFiZGFlOGQ2OGY5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000274/,5.6,https://www.imdb.com/title/tt0000274/videogallery,"Short, Comedy"
Badinage,N/A,https://www.imdb.com/title/tt0000275/,N/A,https://www.imdb.com/title/tt0000275/videogallery,Short
Bataille d'oreillers,N/A,https://www.imdb.com/title/tt0000276/,6.8,https://www.imdb.com/title/tt0000276/videogallery,Short
Bataille de boules de neige,"https://m.media-amazon.com/images/M/MV5BNjAyMzAyMGEtMDFiNy00Njk4LTljZWItZmQyYTcxODY1ZWFmXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000277/,6.2,https://www.imdb.com/title/tt0000277/videogallery,Short
Buffalo Bill's Show Parade,N/A,https://www.imdb.com/title/tt0000278/,6.0,https://www.imdb.com/title/tt0000278/videogallery,Short
Buffalo Bill's Wild West Parade,N/A,https://www.imdb.com/title/tt0000279/,4.1,https://www.imdb.com/title/tt0000279/videogallery,"Short, News"
Buffalo Bill's Wild West Parade,N/A,https://www.imdb.com/title/tt0000280/,4.4,https://www.imdb.com/title/tt0000280/videogallery,"Short, News"
Buffalo Bill's Wild West Show,N/A,https://www.imdb.com/title/tt0000281/,4.5,https://www.imdb.com/title/tt0000281/videogallery,"Short, News"
Le bébé,N/A,https://www.imdb.com/title/tt0000282/,N/A,https://www.imdb.com/title/tt0000282/videogallery,Short
Chez le Maréchal-Ferrant,N/A,https://www.imdb.com/title/tt0000283/,5.8,https://www.imdb.com/title/tt0000283/videogallery,Short
Chez le photographe,"https://m.media-amazon.com/images/M/MV5BYWI4MDkzNmYtMmNjYy00Yjc0LTgzZDEtYWMxMjI5NjViNjM5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000284/,5.4,https://www.imdb.com/title/tt0000284/videogallery,Short
Chinese Magic,N/A,https://www.imdb.com/title/tt0000285/,5.2,https://www.imdb.com/title/tt0000285/videogallery,"Short, Horror"
Chirurgie fin de siècle,"https://m.media-amazon.com/images/M/MV5BOTAzOWRmNjQtYmQ1ZS00ZWI5LTljMWItMzZhMmE5MmNhMzBmXkEyXkFqcGdeQXVyMTYzMjc0Nzc3._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000286/,5.7,https://www.imdb.com/title/tt0000286/videogallery,"Comedy, Short"
The Clown and the Alchemist,"https://m.media-amazon.com/images/M/MV5BZTIwNDBjYjAtZjcxYi00MzI1LTgwMTItZDhjNmE3NGI2MTIwXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SY150_CR49,0,101,150_.jpg",https://www.imdb.com/title/tt0000287/,4.9,https://www.imdb.com/title/tt0000287/videogallery,"Comedy, Fantasy, Short"
La concierge,"https://m.media-amazon.com/images/M/MV5BZTRkODEzMjEtYjAzNi00N2FmLTgyYjgtNWZhZjgzMjVkYjY0XkEyXkFqcGdeQXVyMTYzMjc0Nzc3._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000288/,5.2,https://www.imdb.com/title/tt0000288/videogallery,"Short, Comedy"
Coucher d'une Parisienne,N/A,https://www.imdb.com/title/tt0000289/,N/A,https://www.imdb.com/title/tt0000289/videogallery,Short
Dance de l'ivresse,N/A,https://www.imdb.com/title/tt0000290/,N/A,https://www.imdb.com/title/tt0000290/videogallery,Short
Dans les coulisses,N/A,https://www.imdb.com/title/tt0000291/,N/A,https://www.imdb.com/title/tt0000291/videogallery,Short
Danse du papillon,N/A,https://www.imdb.com/title/tt0000292/,5.2,https://www.imdb.com/title/tt0000292/videogallery,"Documentary, Short"
Danse du pas des foulards par des almées,N/A,https://www.imdb.com/title/tt0000293/,N/A,https://www.imdb.com/title/tt0000293/videogallery,Short
La danse du ventre,N/A,https://www.imdb.com/title/tt0000294/,N/A,https://www.imdb.com/title/tt0000294/videogallery,Short
Danse du voile,N/A,https://www.imdb.com/title/tt0000295/,N/A,https://www.imdb.com/title/tt0000295/videogallery,Short
Danse serpentine,"https://m.media-amazon.com/images/M/MV5BY2EzMjllN2QtYmVlYS00Zjg3LWJmMDAtMmM0ZmZhODA0NjgwXkEyXkFqcGdeQXVyNTQzNTQ2MTQ@._V1_SY150_CR49,0,101,150_.jpg",https://www.imdb.com/title/tt0000296/,5.8,https://www.imdb.com/title/tt0000296/videogallery,"Documentary, Short"
Danses,N/A,https://www.imdb.com/title/tt0000297/,N/A,https://www.imdb.com/title/tt0000297/videogallery,Short
Déclaration d'amour,N/A,https://www.imdb.com/title/tt0000298/,N/A,https://www.imdb.com/title/tt0000298/videogallery,Short
Le départ d'Arlequin et de Pierrette,"https://m.media-amazon.com/images/M/MV5BM2VhYWJiYWUtMzM1OS00OTViLTgxMTgtODRlNTJlMjhiNGZkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000299/,5.7,https://www.imdb.com/title/tt0000299/videogallery,Short
The Enchanted Drawing,"https://m.media-amazon.com/images/M/MV5BZGEzZTQ4YjctZThlZi00ODIxLWJjNzctYjliMzc1YTE2ZjFiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SY150_CR1,0,101,150_.jpg",https://www.imdb.com/title/tt0000300/,6.9,https://www.imdb.com/title/tt0000300/videogallery,"Animation, Short, Comedy, Fantasy"
Faust and Marguerite,"https://m.media-amazon.com/images/M/MV5BMjYxZDUwYWUtMTcyNC00NzNjLWJjN2QtNGI4YmQ1ODA3MmVkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SY150_CR6,0,101,150_.jpg",https://www.imdb.com/title/tt0000301/,4.4,https://www.imdb.com/title/tt0000301/videogallery,"Short, Fantasy, Horror"
"La fée aux choux, ou la naissance des enfants","https://m.media-amazon.com/images/M/MV5BOWM0ZDQ5MjMtYWRmYS00MGM4LTkxMTctNzFlOWIwOWQ1MjlkXkEyXkFqcGdeQXVyMTYzMjc0Nzc3._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000302/,5.2,https://www.imdb.com/title/tt0000302/videogallery,Short
Gavotte directoire,N/A,https://www.imdb.com/title/tt0000303/,N/A,https://www.imdb.com/title/tt0000303/videogallery,Short
Grandma's Reading Glass,"https://m.media-amazon.com/images/M/MV5BYjA3NGU2YzktZmI5Ni00NTVhLWJlY2EtYzA2MzNkY2JlNTUxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SY150_CR1,0,101,150_.jpg",https://www.imdb.com/title/tt0000304/,6.0,https://www.imdb.com/title/tt0000304/videogallery,"Short, Family"
L'Habanera,N/A,https://www.imdb.com/title/tt0000305/,N/A,https://www.imdb.com/title/tt0000305/videogallery,Short
Le duel d'Hamlet,"https://m.media-amazon.com/images/M/MV5BZTRjMTM4YjItYmFlZC00YWQ0LTg3NjQtMDQxZGRmNThmYTYwXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX101_CR0,0,101,150_.jpg",https://www.imdb.com/title/tt0000306/,5.3,https://www.imdb.com/title/tt0000306/videogallery,"Short, Drama"
Happy Hooligan,"https://m.media-amazon.com/images/M/MV5BYWI1ZDg1NWUtMDRkMC00YWNhLTk0ZTAtOGM1MDk3MmU1NGVlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SY150_CR48,0,101,150_.jpg",https://www.imdb.com/title/tt0000307/,5.0,https://www.imdb.com/title/tt0000307/videogallery,"Comedy, Short"
The House That Jack Built,"https://m.media-amazon.com/images/M/MV5BMWQxNzFmYzctODNjNi00MDVhLWE0YWYtY2E3NTkwZWQ5MTgwXkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_SY150_CR5,0,101,150_.jpg",https://www.imdb.com/title/tt0000308/,5.2,https://www.imdb.com/title/tt0000308/videogallery,Short
